,business_id,name,city,stars_y,0,1,2,3,4,5
0,-CQokjildrY7UZezXCdEBw,Toddy Shop,Las Vegas,5.0,0.4508168450092924,0.0,0.1937176335151685,0.11812286434981362,0.23734265712572547,0.0
1,-JfncbVURtvuzBbof40o1w,The Cafe at Monte Carlo,Las Vegas,2.5,0.2554729821426162,0.14207829848958012,0.17887707503633585,0.1545947629053003,0.15134981152696522,0.1176270698992023
2,-OEIW0dO96-492qa_luxaw,Aces & Ales,Las Vegas,4.0,0.20587320464792283,0.13714520863755622,0.19820570658289807,0.1585510978210768,0.13599747372427598,0.16422730858627013
3,-PGsEXB6DFTVKa1eDOlzWA,Black Bear Diner,Las Vegas,3.5,0.2113165797765415,0.12079712333484201,0.19137588867111105,0.16331410479246955,0.183506562793708,0.12968974063132793
4,-SGZcGqnsp_uRIjKP2RGZg,Ranch House Grille,Las Vegas,3.5,0.7985109096099567,0.023068116922141085,0.0,0.0,0.0,0.17842097346790217
5,-U7tvCtaraTQ9b0zBhpBMA,MGM Grand Buffet,Las Vegas,2.5,0.27281133596762314,0.10077451304441763,0.17157455445354847,0.149064427568348,0.18539567750618555,0.12037949145987717
6,-UtYWvCnUppcSaC_u1pTYQ,Kopper Keg Restaurant & Lounge,Las Vegas,4.0,0.37894474532507444,0.02137453772605558,0.0,0.0,0.5012563706541778,0.09842434629469217
7,-Ylpy3VyRWwubf9dysuwjQ,The Cheesecake Factory,Las Vegas,3.5,0.2604092909632115,0.10677363224302373,0.15549498448086346,0.11080254220630474,0.15950351236621138,0.20701603774038493
8,-a857YYdjzgOdOjFFRsRXQ,Beer Park,Las Vegas,3.5,0.2716389359045381,0.07130329957939495,0.17184022294113882,0.1791590168282915,0.15131244085199808,0.15474608389463848
9,-kbPPBNsIPDfMfgUGO7QhA,Kopper Keg South,Las Vegas,4.0,0.35256239990838556,0.019152375055217476,0.2831705366148187,0.10094237365284278,0.1744952854679365,0.06967702930079897
10,-oUM2uISux96lMGeawHIOA,Sugar Factory,Las Vegas,3.0,0.2209416126827326,0.10261405183028056,0.19333817525085573,0.1574277542076775,0.17467225469000655,0.15100615133844697
11,-qYuPncpK8elgD-6Qx3v7A,Flock & Fowl,Las Vegas,4.0,0.23147701709971855,0.15009287255087245,0.12143598158029086,0.17550423725219585,0.13977902145333368,0.18171087006358863
12,005XmZKuJZuNbl5tGXc5SA,Tony Roma's,Las Vegas,3.0,0.5007260962386698,0.035443130415431956,0.21321998047697233,0.12103213248502781,0.07703819773139527,0.052540462652502784
13,01SiPgdiOskMC5bUJoyy_g,Winchell's Pub & Grill,Las Vegas,4.0,0.1294346375960294,0.03266315470234107,0.16645241981256625,0.14777356889678228,0.19745073303071456,0.3262254859615664
14,0EgYXYjt2XJL4hlsKnzrcw,PublicUs,Las Vegas,4.5,0.3173886671008516,0.0360706646056537,0.1950374231869311,0.13950704230113986,0.18570780109980983,0.12628840170561398
15,0Hcks5q-DgJbDlmEWolx4A,Bonefish Grill,Las Vegas,3.5,0.24601719662713045,0.11939164183652404,0.22916076751291295,0.08606611754882842,0.2086756350300535,0.11068864144455062
16,0JmCGyAqAK_yVEuZ0ts16w,Bilbo's Bar & Grill,Las Vegas,2.5,0.16768337467587288,0.19832454320480636,0.23747638757147238,0.026773724055360413,0.06460428478315736,0.30513768570933064
17,0QHMAUi6NdOUZ1ckXq0-sA,Rainforest Café,Las Vegas,2.5,0.2501041363099357,0.12840138520993669,0.1328232922016273,0.1740655890326022,0.18454558981653152,0.13006000742936652
18,0WPXDs4ini3D7jpiy1Daqw,The Market,Las Vegas,3.5,0.1554041421131452,0.11291587738959824,0.11822662304915324,0.2865831992697307,0.27492383578689333,0.05194632239147931
19,0_aeYE2-VbsZts_UpILgDw,Lazy Dog Restaurant & Bar,Las Vegas,4.0,0.2425393961310114,0.0852605815219437,0.21618260991155874,0.13576551257691646,0.15802951638371213,0.16222238347485765
20,0bWLkWeIcT-EnrE7SiGEBA,Laguna Pool House & Kitchen,Las Vegas,4.0,0.25129945986702745,0.1244695526387066,0.11344220953829906,0.1882225556751629,0.20615921452106875,0.11640700775973524
21,0jtRI7hVMpQHpUVtUy4ITw,Omelet House Summerlin,Las Vegas,4.0,0.2783733361096011,0.13517619526147226,0.1826458790495602,0.17231816914299344,0.1132680659361812,0.11821835450019177
22,0p27EjcNwTI7Ey4K_MNPww,Fatburger,Las Vegas,3.0,0.19606476731552305,0.14061024976999614,0.11154324937188391,0.14029630838094692,0.19631915517210624,0.21516626998954383
23,0qPNeqLuKE88rKbIbSZDpg,Killer Shrimp,Las Vegas,3.5,0.23966014834443822,0.1259108866726558,0.17352158620763777,0.1310136261845942,0.15310377225544844,0.17678998033522553
24,0zGeYN8ReYwVj27U7EHOJA,American Cafe,Las Vegas,2.5,0.6224888039765153,0.1992295992942712,0.06689738929959486,0.0,0.11138420742961858,0.0
25,0zoXYHq82haayMaV952jEQ,Greens and Proteins,Las Vegas,4.0,0.27924807627170667,0.06543499091792263,0.16008036386929464,0.18694379617724755,0.1930929620000829,0.11519981076374562
